SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 08-Jan-2018, 63.60, 64.00, 64.25, 61.05, 62.25, 61.65, 62.31, 298210, 185.80, 2177, 174440, 58.50
3IINFOTECH, EQ, 08-Jan-2018, 8.80, 8.90, 9.15, 8.55, 8.70, 8.75, 8.81, 19114665, 1684.15, 7898, 8750006, 45.78
3MINDIA, EQ, 08-Jan-2018, 19367.50, 19461.00, 19650.00, 19100.00, 19200.00, 19194.05, 19304.44, 2200, 424.70, 688, 1681, 76.41
5PAISA, EQ, 08-Jan-2018, 330.70, 339.95, 347.20, 332.40, 347.20, 347.20, 344.33, 14044, 48.36, 272, 12587, 89.63
63MOONS, EQ, 08-Jan-2018, 118.65, 120.30, 122.90, 118.00, 119.35, 119.60, 120.50, 477727, 575.64, 5400, 151845, 31.78
8KMILES, EQ, 08-Jan-2018, 863.05, 874.00, 878.00, 856.10, 860.85, 859.15, 863.37, 79758, 688.61, 3859, 34707, 43.52
A2ZINFRA, EQ, 08-Jan-2018, 45.50, 46.00, 46.40, 44.70, 45.15, 45.20, 45.42, 1552963, 705.30, 5783, 792495, 51.03
AARTIDRUGS, EQ, 08-Jan-2018, 737.55, 745.50, 752.80, 725.60, 733.00, 732.15, 740.08, 60512, 447.84, 2311, 31341, 51.79
AARTIIND, EQ, 08-Jan-2018, 1170.60, 1170.60, 1171.95, 1145.05, 1149.00, 1149.80, 1159.91, 46035, 533.97, 2426, 34616, 75.19
AARVEEDEN, EQ, 08-Jan-2018, 53.25, 53.25, 54.80, 52.00, 52.50, 52.45, 52.92, 42925, 22.71, 345, 28157, 65.60
AARVI, SM, 08-Jan-2018, 100.00, 100.00, 100.50, 97.00, 100.50, 100.50, 99.58, 12000, 11.95, 6, 10000, 83.33
ABAN, EQ, 08-Jan-2018, 215.55, 217.00, 226.95, 215.55, 219.20, 220.05, 221.11, 4586419, 10141.16, 40361, 926723, 20.21
ABB, EQ, 08-Jan-2018, 1435.10, 1444.00, 1447.45, 1430.00, 1435.00, 1437.60, 1439.62, 130805, 1883.09, 1731, 114019, 87.17
ABBOTINDIA, EQ, 08-Jan-2018, 5383.15, 5400.00, 5400.00, 5334.05, 5335.00, 5340.55, 5360.52, 6513, 349.13, 605, 5596, 85.92
ABCAPITAL, EQ, 08-Jan-2018, 184.85, 185.90, 186.90, 182.65, 183.30, 183.10, 183.95, 4784106, 8800.60, 34845, 3542135, 74.04
ABFRL, EQ, 08-Jan-2018, 177.50, 179.00, 182.85, 177.00, 179.05, 179.00, 180.00, 654342, 1177.84, 9450, 362919, 55.46
ABGSHIP, BZ, 08-Jan-2018, 13.60, 13.80, 13.90, 13.30, 13.50, 13.60, 13.74, 17792, 2.45, 79, -, -
ABMINTLTD, BE, 08-Jan-2018, 49.00, 51.45, 51.45, 51.45, 51.45, 51.45, 51.45, 170, 0.09, 5, -, -
ACC, EQ, 08-Jan-2018, 1809.95, 1816.00, 1827.95, 1800.00, 1827.00, 1825.00, 1819.76, 189168, 3442.39, 14972, 86388, 45.67
ACCELYA, EQ, 08-Jan-2018, 1465.95, 1465.00, 1472.00, 1447.60, 1447.60, 1451.20, 1456.57, 1931, 28.13, 184, 1696, 87.83
ACCORD, SM, 08-Jan-2018, 56.80, 65.80, 65.80, 62.00, 62.00, 62.00, 63.90, 4000, 2.56, 2, 4000, 100.00
ACE, EQ, 08-Jan-2018, 156.25, 157.65, 160.85, 155.20, 157.55, 157.80, 157.66, 661911, 1043.57, 5131, 318782, 48.16
ACEINTEG, SM, 08-Jan-2018, 43.05, 43.50, 43.50, 43.50, 43.50, 43.50, 43.50, 3000, 1.31, 1, 3000, 100.00
ADANIENT, EQ, 08-Jan-2018, 193.15, 192.60, 201.00, 192.30, 196.10, 196.45, 197.08, 8253904, 16266.54, 41511, 858038, 10.40
ADANIPORTS, EQ, 08-Jan-2018, 423.80, 424.00, 427.50, 421.10, 422.90, 422.90, 423.34, 3447843, 14596.04, 42969, 2059483, 59.73
ADANIPOWER, EQ, 08-Jan-2018, 46.40, 47.05, 47.80, 46.50, 46.90, 46.95, 47.05, 14597285, 6868.69, 24254, 2528366, 17.32
ADANITRANS, EQ, 08-Jan-2018, 209.65, 211.95, 213.00, 208.65, 211.75, 210.95, 210.89, 981657, 2070.19, 11962, 438520, 44.67
ADFFOODS, EQ, 08-Jan-2018, 310.80, 311.95, 314.70, 308.00, 309.60, 309.40, 311.19, 168327, 523.81, 5122, 54837, 32.58
ADHUNIK, BE, 08-Jan-2018, 5.75, 5.50, 5.70, 5.50, 5.50, 5.50, 5.51, 444560, 24.47, 2115, -, -
ADHUNIKIND, BE, 08-Jan-2018, 101.20, 101.00, 103.50, 96.15, 101.00, 100.50, 99.78, 45608, 45.51, 176, -, -
ADLABS, BE, 08-Jan-2018, 69.10, 69.50, 70.85, 69.00, 70.00, 70.00, 69.85, 84212, 58.82, 294, -, -
ADORWELD, EQ, 08-Jan-2018, 555.65, 561.45, 594.90, 560.00, 571.00, 573.75, 579.91, 175471, 1017.57, 5894, 47116, 26.85
ADSL, BE, 08-Jan-2018, 26.30, 26.50, 27.10, 25.70, 27.00, 26.80, 26.50, 56373, 14.94, 177, -, -
ADVANIHOTR, EQ, 08-Jan-2018, 84.85, 86.00, 86.40, 81.30, 84.00, 84.45, 83.87, 266490, 223.51, 2381, 136147, 51.09
ADVENZYMES, EQ, 08-Jan-2018, 302.60, 305.40, 311.25, 304.05, 305.00, 304.95, 306.84, 269317, 826.37, 5710, 119106, 44.23
AEGISCHEM, EQ, 08-Jan-2018, 294.85, 296.70, 299.00, 290.10, 293.00, 293.20, 295.72, 214411, 634.06, 3612, 105057, 49.00
AFL, EQ, 08-Jan-2018, 64.85, 66.40, 71.30, 63.65, 70.00, 69.70, 67.91, 76039, 51.64, 523, 49420, 64.99
AGARIND, BE, 08-Jan-2018, 615.00, 585.00, 635.00, 584.25, 610.00, 617.95, 606.81, 702, 4.26, 26, -, -
AGCNET, BE, 08-Jan-2018, 126.45, 128.00, 130.00, 128.00, 128.00, 128.40, 128.98, 6534, 8.43, 51, -, -
AGLSL, EQ, 08-Jan-2018, 120.15, 121.20, 127.50, 119.15, 123.00, 123.95, 123.05, 20347, 25.04, 361, 13743, 67.54
AGRITECH, EQ, 08-Jan-2018, 119.65, 120.10, 121.50, 119.00, 120.05, 120.40, 120.20, 26364, 31.69, 412, 17422, 66.08
AGROPHOS, SM, 08-Jan-2018, 31.80, 31.50, 31.65, 31.50, 31.50, 31.50, 31.53, 54000, 17.03, 6, 30000, 55.56
AHLEAST, EQ, 08-Jan-2018, 280.60, 282.00, 333.00, 276.15, 327.80, 324.20, 318.51, 23271, 74.12, 390, 14324, 61.55
AHLUCONT, EQ, 08-Jan-2018, 387.05, 394.85, 394.85, 381.40, 387.00, 384.70, 385.30, 17750, 68.39, 749, 10680, 60.17
AHLWEST, BE, 08-Jan-2018, 267.00, 270.00, 280.35, 270.00, 275.10, 279.60, 276.13, 2089, 5.77, 52, -, -
AIAENG, EQ, 08-Jan-2018, 1597.75, 1605.75, 1615.00, 1566.20, 1569.00, 1576.60, 1591.60, 20027, 318.75, 3092, 15106, 75.43
AICHAMP, BE, 08-Jan-2018, 25.70, 26.95, 26.95, 26.95, 26.95, 26.95, 26.95, 25, 0.01, 2, -, -
AIFL, EQ, 08-Jan-2018, 455.80, 458.00, 466.95, 452.70, 453.25, 454.35, 460.75, 138884, 639.91, 3205, 17048, 12.27
AIRAN, SM, 08-Jan-2018, 246.75, 235.15, 259.00, 235.15, 259.00, 259.00, 249.22, 214000, 533.32, 64, 20000, 9.35
AIROLAM, SM, 08-Jan-2018, 55.95, 56.00, 56.40, 54.50, 54.80, 54.70, 55.28, 78000, 43.11, 26, 63000, 80.77
AISL, SM, 08-Jan-2018, 174.05, 171.00, 173.00, 166.50, 168.20, 168.50, 170.44, 46800, 79.77, 29, 38400, 82.05
AJANTPHARM, EQ, 08-Jan-2018, 1523.15, 1534.80, 1537.90, 1505.00, 1511.95, 1512.35, 1524.64, 120700, 1840.25, 5886, 30537, 25.30
AJMERA, EQ, 08-Jan-2018, 328.45, 330.00, 334.00, 323.10, 325.05, 324.70, 328.38, 85922, 282.15, 1672, 49134, 57.18
AJOONI, SM, 08-Jan-2018, 53.55, 56.45, 56.90, 52.95, 53.25, 53.85, 54.19, 540000, 292.65, 135, 320000, 59.26
AKASH, SM, 08-Jan-2018, 79.25, 75.00, 76.00, 75.00, 76.00, 76.00, 75.46, 65000, 49.05, 2, 65000, 100.00
AKSHARCHEM, EQ, 08-Jan-2018, 767.45, 767.00, 784.00, 753.25, 763.20, 765.85, 767.50, 21223, 162.89, 995, 10577, 49.84
AKSHOPTFBR, BE, 08-Jan-2018, 44.15, 46.35, 46.35, 41.95, 44.85, 44.80, 44.62, 4670751, 2083.96, 13119, -, -
AKZOINDIA, EQ, 08-Jan-2018, 1864.85, 1879.90, 1903.00, 1865.25, 1901.10, 1896.20, 1886.77, 12050, 227.36, 976, 10437, 86.61
ALANKIT, EQ, 08-Jan-2018, 80.70, 76.70, 76.70, 76.70, 76.70, 76.70, 76.70, 141158, 108.27, 739, 134612, 95.36
ALBERTDAVD, EQ, 08-Jan-2018, 403.10, 411.85, 431.00, 408.65, 421.05, 421.80, 423.89, 75613, 320.51, 1874, 45838, 60.62
ALBK, EQ, 08-Jan-2018, 73.05, 73.70, 73.70, 72.60, 73.35, 73.20, 73.15, 1273547, 931.60, 6587, 278850, 21.90
ALCHEM, BE, 08-Jan-2018, 14.35, 14.35, 14.75, 14.30, 14.40, 14.70, 14.61, 12295, 1.80, 53, -, -
ALEMBICLTD, EQ, 08-Jan-2018, 59.15, 59.50, 60.45, 58.85, 59.50, 59.50, 59.58, 1558382, 928.43, 6659, 656785, 42.15
ALICON, EQ, 08-Jan-2018, 688.90, 682.00, 700.00, 682.00, 689.70, 684.90, 692.12, 6190, 42.84, 346, 4232, 68.37
ALKALI, EQ, 08-Jan-2018, 80.90, 81.90, 88.80, 80.10, 87.50, 87.15, 86.13, 79314, 68.31, 795, 49272, 62.12
ALKEM, EQ, 08-Jan-2018, 2220.30, 2250.00, 2253.00, 2199.00, 2217.95, 2218.00, 2210.44, 36617, 809.40, 1997, 27197, 74.27
ALKYLAMINE, EQ, 08-Jan-2018, 677.15, 677.15, 764.00, 670.00, 747.00, 746.50, 729.38, 55075, 401.71, 3086, 19651, 35.68
ALLCARGO, EQ, 08-Jan-2018, 215.55, 217.00, 227.75, 215.85, 224.45, 224.60, 224.21, 2369110, 5311.68, 23506, 982832, 41.49
ALLSEC, EQ, 08-Jan-2018, 451.90, 450.00, 464.75, 442.55, 446.00, 446.10, 447.59, 13149, 58.85, 431, 11182, 85.04
ALMONDZ, BE, 08-Jan-2018, 30.15, 31.50, 31.65, 31.25, 31.65, 31.65, 31.64, 26105, 8.26, 68, -, -
ALOKTEXT, BE, 08-Jan-2018, 3.90, 4.00, 4.05, 3.90, 4.00, 4.00, 4.03, 10640754, 429.14, 1705, -, -
ALPA, EQ, 08-Jan-2018, 51.10, 52.45, 52.70, 49.30, 49.40, 49.65, 50.73, 174256, 88.39, 1160, 101691, 58.36
ALPHAGEO, EQ, 08-Jan-2018, 932.45, 939.95, 941.95, 924.70, 939.50, 936.95, 933.94, 31806, 297.05, 1373, 16868, 53.03
ALPSINDUS, BE, 08-Jan-2018, 6.55, 6.50, 6.55, 6.25, 6.25, 6.25, 6.28, 105828, 6.65, 203, -, -
AMARAJABAT, EQ, 08-Jan-2018, 862.00, 862.00, 871.95, 858.60, 864.90, 864.90, 865.58, 555183, 4805.56, 12387, 123537, 22.25
AMBIKCO, EQ, 08-Jan-2018, 1682.00, 1683.00, 1700.00, 1622.05, 1641.00, 1644.30, 1658.94, 7948, 131.85, 731, 5059, 63.65
AMBUJACEM, EQ, 08-Jan-2018, 273.90, 272.25, 275.40, 271.35, 275.10, 274.60, 273.74, 1215089, 3326.13, 21026, 581947, 47.89
AMDIND, EQ, 08-Jan-2018, 47.40, 48.00, 48.75, 47.20, 47.85, 47.70, 48.10, 41045, 19.74, 431, 23671, 57.67
AMRUTANJAN, EQ, 08-Jan-2018, 666.25, 666.05, 673.70, 650.10, 655.00, 653.55, 657.98, 7976, 52.48, 348, 5274, 66.12
AMTEKAUTO, BE, 08-Jan-2018, 28.65, 29.70, 29.70, 28.70, 29.10, 29.15, 29.07, 450443, 130.93, 1253, -, -
ANANTRAJ, EQ, 08-Jan-2018, 78.95, 79.00, 80.95, 78.10, 79.70, 79.85, 79.51, 4681299, 3722.13, 17163, 1573868, 33.62
ANDHRABANK, EQ, 08-Jan-2018, 58.70, 59.00, 59.00, 58.35, 58.50, 58.55, 58.60, 1633175, 957.08, 4511, 567517, 34.75
ANDHRACEMT, EQ, 08-Jan-2018, 14.55, 14.75, 15.25, 14.10, 15.25, 15.25, 15.13, 1808737, 273.62, 2040, 1350030, 74.64
ANDHRSUGAR, EQ, 08-Jan-2018, 553.95, 558.20, 591.00, 555.00, 587.00, 584.80, 580.13, 156883, 910.13, 4326, 85314, 54.38
ANGIND, BE, 08-Jan-2018, 6.95, 7.10, 7.25, 6.80, 6.90, 7.00, 6.95, 28490, 1.98, 69, -, -
ANIKINDS, EQ, 08-Jan-2018, 47.00, 46.35, 48.30, 45.70, 47.00, 47.15, 47.51, 39536, 18.78, 259, 32216, 81.49
ANSALAPI, EQ, 08-Jan-2018, 27.25, 27.90, 28.60, 27.70, 28.45, 28.55, 28.20, 597723, 168.54, 1248, 477534, 79.89
ANSALHSG, EQ, 08-Jan-2018, 27.50, 27.65, 28.30, 27.50, 27.80, 27.75, 27.82, 156483, 43.54, 720, 87520, 55.93
ANTGRAPHIC, BE, 08-Jan-2018, 1.10, 1.15, 1.15, 1.10, 1.15, 1.15, 1.15, 492675, 5.65, 128, -, -
APARINDS, EQ, 08-Jan-2018, 839.55, 850.00, 855.80, 832.55, 841.30, 845.60, 846.35, 28128, 238.06, 1734, 15725, 55.91
APCL, EQ, 08-Jan-2018, 266.65, 271.00, 274.00, 260.10, 260.10, 260.95, 263.35, 15103, 39.77, 467, 9249, 61.24
APCOTEXIND, EQ, 08-Jan-2018, 486.80, 484.50, 490.00, 484.50, 488.50, 487.95, 487.35, 7655, 37.31, 160, 6643, 86.78
APEX, EQ, 08-Jan-2018, 809.55, 814.00, 823.55, 804.70, 808.75, 807.50, 813.13, 138804, 1128.65, 4521, 56672, 40.83
APLAPOLLO, EQ, 08-Jan-2018, 2289.80, 2290.00, 2325.00, 2212.20, 2300.00, 2281.10, 2254.86, 73393, 1654.91, 7597, 50774, 69.18
APLLTD, EQ, 08-Jan-2018, 526.85, 527.95, 541.75, 523.10, 540.75, 539.55, 533.00, 71856, 382.99, 1996, 58444, 81.33
APOLLOHOSP, EQ, 08-Jan-2018, 1196.30, 1192.00, 1209.00, 1175.10, 1183.00, 1180.70, 1194.63, 505510, 6038.98, 25777, 368900, 72.98
APOLLOTYRE, EQ, 08-Jan-2018, 280.60, 282.10, 285.00, 279.00, 283.10, 283.70, 282.88, 2827715, 7998.93, 24208, 1207902, 42.72
APOLSINHOT, EQ, 08-Jan-2018, 1649.60, 1650.00, 1700.00, 1567.15, 1590.00, 1587.45, 1611.61, 2085, 33.60, 276, 1353, 64.89
APTECHT, EQ, 08-Jan-2018, 361.05, 363.00, 386.00, 361.90, 376.00, 375.15, 377.78, 1328548, 5018.97, 19252, 322310, 24.26
ARCHIDPLY, EQ, 08-Jan-2018, 117.25, 117.25, 119.80, 117.00, 117.30, 117.75, 118.13, 114932, 135.77, 1035, 66390, 57.76
ARCHIES, EQ, 08-Jan-2018, 46.40, 46.00, 47.90, 45.00, 46.25, 46.35, 46.44, 491411, 228.23, 2476, 171123, 34.82
ARCOTECH, EQ, 08-Jan-2018, 57.10, 58.00, 58.90, 56.50, 58.00, 57.95, 57.52, 3714115, 2136.22, 10951, 1620289, 43.63
ARENTERP, BE, 08-Jan-2018, 22.10, 23.20, 23.20, 23.15, 23.20, 23.20, 23.16, 1649, 0.38, 9, -, -
ARIES, BE, 08-Jan-2018, 246.90, 248.00, 255.00, 243.70, 244.00, 244.85, 247.87, 37354, 92.59, 361, -, -
ARIHANT, BE, 08-Jan-2018, 58.90, 56.50, 59.20, 56.50, 59.20, 59.20, 57.17, 898, 0.51, 10, -, -
ARIHANTSUP, EQ, 08-Jan-2018, 182.20, 183.95, 183.95, 176.20, 177.05, 179.90, 179.59, 183518, 329.58, 1543, 54980, 29.96
ARMANFIN, BE, 08-Jan-2018, 255.05, 251.10, 259.45, 251.10, 252.55, 253.05, 253.96, 8525, 21.65, 56, -, -
AROGRANITE, EQ, 08-Jan-2018, 88.70, 89.45, 94.75, 85.20, 88.70, 89.00, 90.68, 1731669, 1570.21, 13446, 435543, 25.15
ARROWGREEN, EQ, 08-Jan-2018, 479.15, 483.80, 504.80, 479.20, 498.50, 495.60, 492.90, 51551, 254.09, 1696, 21468, 41.64
ARROWTEX, EQ, 08-Jan-2018, 47.30, 48.00, 48.00, 46.55, 47.30, 47.40, 47.36, 38249, 18.11, 258, 22748, 59.47
ARSHIYA, EQ, 08-Jan-2018, 110.95, 111.90, 113.05, 108.05, 108.65, 108.80, 111.59, 492796, 549.93, 1506, 412863, 83.78
ARSSINFRA, BE, 08-Jan-2018, 59.00, 59.00, 61.95, 59.00, 60.00, 60.00, 60.91, 64736, 39.43, 232, -, -
ARVIND, EQ, 08-Jan-2018, 447.55, 449.40, 451.00, 444.60, 446.60, 446.75, 448.28, 650471, 2915.96, 13160, 141922, 21.82
ARVSMART, EQ, 08-Jan-2018, 194.05, 194.25, 204.00, 194.25, 198.60, 199.40, 199.47, 115753, 230.89, 1858, 61970, 53.54
ASAHIINDIA, EQ, 08-Jan-2018, 373.10, 374.00, 385.00, 374.00, 379.00, 380.95, 379.26, 74412, 282.21, 2095, 52032, 69.92
ASAHISONG, EQ, 08-Jan-2018, 376.55, 384.05, 390.00, 376.00, 385.00, 385.30, 384.63, 19745, 75.95, 646, 14921, 75.57
ASAL, EQ, 08-Jan-2018, 109.80, 110.85, 116.60, 104.10, 113.70, 113.55, 111.62, 226011, 252.28, 2180, 90290, 39.95
ASHAPURMIN, EQ, 08-Jan-2018, 113.40, 116.80, 119.70, 109.40, 113.90, 113.30, 115.49, 1780741, 2056.61, 12931, 801222, 44.99
ASHIANA, EQ, 08-Jan-2018, 191.05, 191.00, 196.00, 191.00, 191.75, 192.05, 193.72, 361598, 700.48, 4559, 190845, 52.78
ASHIMASYN, EQ, 08-Jan-2018, 33.30, 33.35, 34.50, 33.35, 33.50, 33.75, 33.89, 239900, 81.30, 1273, 143261, 59.72
ASHOKA, EQ, 08-Jan-2018, 251.90, 250.20, 254.00, 248.25, 251.00, 249.70, 250.17, 345927, 865.39, 3424, 291755, 84.34
ASHOKLEY, EQ, 08-Jan-2018, 127.45, 127.90, 129.00, 126.90, 128.50, 128.45, 128.02, 8807108, 11275.24, 62497, 4275013, 48.54
ASIANHOTNR, EQ, 08-Jan-2018, 177.15, 173.85, 193.70, 173.85, 188.20, 190.45, 188.12, 53186, 100.05, 651, 25891, 48.68
ASIANPAINT, EQ, 08-Jan-2018, 1185.25, 1190.00, 1190.85, 1173.50, 1182.05, 1182.00, 1178.94, 928875, 10950.91, 54316, 688940, 74.17
ASIANTILES, EQ, 08-Jan-2018, 571.40, 614.95, 614.95, 577.25, 582.00, 582.60, 585.38, 162711, 952.47, 4445, 100166, 61.56
ASLIND, SM, 08-Jan-2018, 36.00, 39.25, 43.20, 39.25, 43.20, 42.75, 42.74, 60000, 25.64, 5, 60000, 100.00
ASPINWALL, EQ, 08-Jan-2018, 511.85, 527.00, 527.00, 510.45, 511.00, 514.00, 513.88, 4688, 24.09, 174, 3408, 72.70
ASSAMCO, BE, 08-Jan-2018, 5.70, 5.90, 5.95, 5.75, 5.75, 5.80, 5.84, 321632, 18.79, 279, -, -
ASTEC, EQ, 08-Jan-2018, 549.80, 550.65, 560.00, 545.00, 549.50, 550.70, 553.89, 11314, 62.67, 513, 7456, 65.90
ASTRAL, EQ, 08-Jan-2018, 824.45, 824.00, 827.95, 805.40, 818.00, 820.90, 814.59, 34411, 280.31, 4470, 20328, 59.07
ASTRAMICRO, EQ, 08-Jan-2018, 121.40, 122.10, 122.50, 118.00, 120.35, 120.25, 119.69, 600175, 718.32, 3528, 294066, 49.00
ASTRAZEN, EQ, 08-Jan-2018, 1247.90, 1260.35, 1260.35, 1202.10, 1202.10, 1215.75, 1229.14, 6066, 74.56, 624, 3957, 65.23
ASTRON, BE, 08-Jan-2018, 153.95, 161.60, 161.60, 161.60, 161.60, 161.60, 161.60, 115345, 186.40, 644, -, -
ATFL, EQ, 08-Jan-2018, 747.00, 740.00, 763.00, 738.00, 744.80, 741.40, 752.60, 48360, 363.96, 1386, 20634, 42.67
ATLANTA, EQ, 08-Jan-2018, 121.65, 122.50, 127.80, 120.30, 124.35, 124.25, 125.13, 1609401, 2013.78, 14041, 442915, 27.52
ATLASCYCLE, BE, 08-Jan-2018, 217.10, 221.00, 222.90, 215.00, 215.15, 216.15, 218.18, 4322, 9.43, 148, -, -
ATUL, EQ, 08-Jan-2018, 2809.10, 2840.00, 2885.00, 2788.05, 2810.10, 2816.75, 2845.11, 18322, 521.28, 1287, 12471, 68.07
ATULAUTO, EQ, 08-Jan-2018, 453.55, 456.95, 457.00, 447.80, 447.80, 449.50, 451.00, 19449, 87.72, 810, 15411, 79.24
AUBANK, EQ, 08-Jan-2018, 699.45, 710.00, 720.00, 701.05, 708.00, 712.00, 713.29, 298192, 2126.97, 6791, 136296, 45.71
AURDIS, SM, 08-Jan-2018, 33.50, 35.00, 35.15, 34.90, 35.15, 35.15, 35.04, 16000, 5.61, 6, 16000, 100.00
AURIONPRO, EQ, 08-Jan-2018, 247.75, 251.90, 260.00, 246.25, 249.15, 248.45, 252.74, 175053, 442.44, 3484, 79942, 45.67
AUROPHARMA, EQ, 08-Jan-2018, 671.15, 670.00, 684.00, 670.00, 676.20, 677.35, 678.44, 2104715, 14279.21, 42352, 700547, 33.28
AUSOMENT, EQ, 08-Jan-2018, 75.10, 75.40, 76.20, 73.25, 73.75, 74.30, 74.67, 8432, 6.30, 199, 3565, 42.28
AUTOAXLES, EQ, 08-Jan-2018, 1680.00, 1698.70, 1762.00, 1679.15, 1705.05, 1701.45, 1724.71, 48762, 841.00, 4663, 21968, 45.05
AUTOIND, BE, 08-Jan-2018, 117.75, 121.80, 122.00, 116.50, 119.00, 118.50, 119.69, 57569, 68.90, 345, -, -
AUTOLITIND, EQ, 08-Jan-2018, 83.35, 83.60, 87.00, 75.10, 81.00, 80.75, 82.40, 142967, 117.80, 1483, 86979, 60.84
AVADHSUGAR, EQ, 08-Jan-2018, 851.50, 858.50, 894.00, 834.95, 876.00, 880.80, 870.12, 52515, 456.94, 1801, 33444, 63.68
AVANTIFEED, EQ, 08-Jan-2018, 2695.00, 2700.00, 2748.45, 2661.15, 2684.80, 2683.55, 2704.17, 68834, 1861.39, 6122, 37205, 54.05
AVTNPL, EQ, 08-Jan-2018, 57.35, 58.00, 58.80, 57.00, 57.00, 57.15, 57.36, 229480, 131.62, 1468, 144009, 62.75
AXISBANK, EQ, 08-Jan-2018, 563.25, 565.80, 568.00, 562.45, 563.45, 565.45, 564.97, 3770339, 21301.24, 82634, 2439703, 64.71
AXISCADES, EQ, 08-Jan-2018, 216.75, 218.75, 220.95, 209.30, 214.00, 213.90, 216.15, 305320, 659.94, 7354, 87478, 28.65
AXISGOLD, EQ, 08-Jan-2018, 2588.00, 2598.95, 2598.95, 2562.05, 2571.55, 2572.75, 2574.63, 251, 6.46, 32, 196, 78.09
AXISNIFTY, EQ, 08-Jan-2018, 1056.61, 1060.00, 1063.00, 1060.00, 1063.00, 1062.66, 1061.47, 615, 6.53, 10, 615, 100.00
AYMSYNTEX, EQ, 08-Jan-2018, 69.20, 69.50, 78.90, 68.00, 73.85, 73.70, 75.02, 384529, 288.49, 2612, 208346, 54.18
BAFNAPHARM, EQ, 08-Jan-2018, 27.55, 27.65, 28.45, 27.55, 27.80, 27.65, 27.92, 48695, 13.60, 275, 34349, 70.54
BAGFILMS, BE, 08-Jan-2018, 7.50, 7.45, 7.65, 7.25, 7.50, 7.30, 7.39, 215737, 15.95, 278, -, -
BAJAJ-AUTO, EQ, 08-Jan-2018, 3279.85, 3285.10, 3296.70, 3265.25, 3275.00, 3275.75, 3280.21, 120330, 3947.07, 18527, 69445, 57.71
BAJAJCORP, EQ, 08-Jan-2018, 491.20, 495.90, 498.45, 492.50, 492.50, 493.90, 494.66, 34818, 172.23, 2232, 26403, 75.83
BAJAJELEC, EQ, 08-Jan-2018, 567.65, 568.00, 577.00, 555.05, 561.70, 560.70, 564.77, 510670, 2884.11, 8280, 240992, 47.19
BAJAJFINSV, EQ, 08-Jan-2018, 5127.20, 5170.00, 5253.00, 5146.15, 5220.00, 5221.25, 5211.50, 181068, 9436.37, 18617, 117693, 65.00
BAJAJHIND, EQ, 08-Jan-2018, 17.30, 17.35, 18.10, 17.20, 17.70, 17.65, 17.69, 6999362, 1237.89, 8494, 3030420, 43.30
BAJAJHLDNG, EQ, 08-Jan-2018, 2829.80, 2829.80, 2880.00, 2829.80, 2863.35, 2864.90, 2857.80, 9820, 280.64, 2005, 6222, 63.36
BAJFINANCE, EQ, 08-Jan-2018, 1814.50, 1820.00, 1843.00, 1820.00, 1833.10, 1836.85, 1833.42, 825022, 15126.11, 53313, 398084, 48.25
BALAJITELE, EQ, 08-Jan-2018, 160.00, 160.00, 161.90, 156.00, 157.50, 157.75, 158.44, 265345, 420.41, 2968, 170118, 64.11
BALAMINES, EQ, 08-Jan-2018, 660.40, 665.90, 772.80, 660.40, 749.10, 753.70, 729.36, 903860, 6592.35, 25142, 214579, 23.74
BALKRISHNA, BE, 08-Jan-2018, 100.35, 100.50, 101.00, 97.00, 98.90, 97.80, 98.78, 24146, 23.85, 308, -, -
BALKRISIND, EQ, 08-Jan-2018, 1210.70, 1211.00, 1224.80, 1197.55, 1205.00, 1202.80, 1208.20, 333029, 4023.64, 8991, 140337, 42.14
BALLARPUR, EQ, 08-Jan-2018, 18.30, 18.50, 18.70, 18.15, 18.20, 18.30, 18.36, 2437832, 447.67, 2544, 1322315, 54.24
BALMLAWRIE, EQ, 08-Jan-2018, 279.30, 283.00, 283.35, 276.10, 277.75, 277.20, 279.77, 122762, 343.45, 2394, 79926, 65.11
BALPHARMA, EQ, 08-Jan-2018, 115.80, 115.40, 120.00, 113.35, 115.95, 115.35, 115.62, 155161, 179.39, 1434, 49316, 31.78
BALRAMCHIN, EQ, 08-Jan-2018, 139.90, 140.20, 143.40, 140.20, 141.60, 141.55, 141.72, 2095622, 2969.87, 11977, 736749, 35.16
BANARBEADS, BE, 08-Jan-2018, 88.55, 90.00, 90.00, 84.15, 84.15, 84.15, 84.80, 10279, 8.72, 111, -, -
BANARISUG, EQ, 08-Jan-2018, 2170.90, 2225.15, 2275.00, 2170.00, 2274.00, 2265.40, 2219.21, 1077, 23.90, 134, 763, 70.84
BANCOINDIA, EQ, 08-Jan-2018, 260.00, 262.00, 276.95, 260.60, 273.10, 271.90, 269.80, 560649, 1512.61, 6191, 352485, 62.87
BANG, EQ, 08-Jan-2018, 40.35, 40.40, 40.85, 39.15, 39.80, 39.70, 39.93, 16299, 6.51, 117, 12460, 76.45
