SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
SGBMAR25, GB, 08-Jan-2018, 2781.42, 2780.00, 2805.00, 2780.00, 2785.00, 2798.57, 2787.30, 86, 2.40, 12, 86, 100.00
SGBMAY25, GB, 08-Jan-2018, 2780.00, 2789.00, 2789.00, 2762.50, 2772.00, 2772.00, 2772.89, 28, 0.78, 10, 24, 85.71
SGBNOV23, GB, 08-Jan-2018, 2828.00, 2828.00, 2828.00, 2828.00, 2828.00, 2828.00, 2828.00, 81, 2.29, 11, 81, 100.00
SGBNOV24, GB, 08-Jan-2018, 2790.00, 2791.00, 2798.99, 2781.00, 2798.99, 2798.00, 2792.77, 276, 7.71, 22, 214, 77.54
SGBNOV25, GB, 08-Jan-2018, 2725.00, 2730.00, 2750.01, 2730.00, 2750.00, 2750.00, 2742.50, 8, 0.22, 3, 8, 100.00
SGBNOV258, GB, 08-Jan-2018, 2732.00, 2750.01, 2750.01, 2750.01, 2750.01, 2750.01, 2750.01, 10, 0.28, 1, 10, 100.00
SGBNOV25IX, GB, 08-Jan-2018, 2740.00, 2740.00, 2740.00, 2740.00, 2740.00, 2740.00, 2740.00, 1, 0.03, 1, 1, 100.00
SGBOCT25, GB, 08-Jan-2018, 2760.01, 2751.00, 2751.00, 2750.01, 2750.01, 2750.01, 2750.12, 10, 0.28, 5, 10, 100.00
SGBOCT25IV, GB, 08-Jan-2018, 2735.01, 2735.01, 2761.00, 2735.01, 2760.00, 2760.00, 2758.53, 21, 0.58, 12, 21, 100.00
SGBSEP24, GB, 08-Jan-2018, 2800.00, 2800.00, 2838.00, 2783.00, 2783.10, 2788.20, 2809.85, 807, 22.68, 35, 677, 83.89
SGFL, BE, 08-Jan-2018, 1.60, 1.60, 1.60, 1.60, 1.60, 1.60, 1.60, 1500, 0.02, 4, -, -
SGL, EQ, 08-Jan-2018, 21.00, 22.00, 22.70, 21.20, 21.55, 21.60, 21.56, 68836, 14.84, 192, 57554, 83.61
SHAHALLOYS, EQ, 08-Jan-2018, 20.20, 22.15, 22.20, 20.60, 22.20, 22.15, 22.05, 282061, 62.20, 772, 185234, 65.67
SHAKTIPUMP, EQ, 08-Jan-2018, 499.65, 499.05, 499.05, 475.00, 493.00, 491.05, 489.31, 224003, 1096.07, 5577, 73997, 33.03
SHALBY, EQ, 08-Jan-2018, 247.25, 250.00, 269.80, 250.00, 266.50, 266.75, 261.87, 3573394, 9357.55, 43162, 1357779, 38.00
SHALPAINTS, EQ, 08-Jan-2018, 199.00, 199.00, 203.00, 198.50, 198.50, 199.00, 200.14, 24034, 48.10, 531, 16252, 67.62
SHANKARA, EQ, 08-Jan-2018, 1758.55, 1810.85, 1810.85, 1736.00, 1744.00, 1747.45, 1772.40, 155655, 2758.83, 8473, 82552, 53.04
SHANTI, SM, 08-Jan-2018, 47.75, 47.00, 47.00, 44.00, 44.50, 44.50, 45.00, 15000, 6.75, 5, 9000, 60.00
SHANTIGEAR, EQ, 08-Jan-2018, 167.55, 168.80, 172.80, 168.50, 168.60, 169.00, 170.29, 145768, 248.23, 1748, 80341, 55.12
SHARDACROP, EQ, 08-Jan-2018, 467.30, 465.20, 472.55, 465.20, 468.20, 469.65, 469.32, 15532, 72.89, 551, 11852, 76.31
SHARDAMOTR, EQ, 08-Jan-2018, 2544.95, 2561.05, 2595.00, 2542.05, 2546.00, 2549.50, 2561.92, 2273, 58.23, 378, 1513, 66.56
SHARIABEES, EQ, 08-Jan-2018, 264.00, 270.00, 273.00, 251.16, 261.00, 261.00, 257.45, 85, 0.22, 10, 41, 48.24
SHARONBIO, BZ, 08-Jan-2018, 8.55, 8.95, 8.95, 8.95, 8.95, 8.95, 8.95, 67275, 6.02, 48, -, -
SHEMAROO, EQ, 08-Jan-2018, 419.55, 429.00, 446.80, 421.05, 436.05, 439.70, 436.87, 34649, 151.37, 1518, 21855, 63.08
SHILPAMED, EQ, 08-Jan-2018, 606.80, 602.50, 615.00, 602.50, 605.00, 605.70, 607.77, 19438, 118.14, 1459, 12805, 65.88
SHILPI, BZ, 08-Jan-2018, 13.35, 13.30, 13.30, 12.70, 13.00, 12.95, 12.92, 159486, 20.60, 503, -, -
SHIRPUR-G, EQ, 08-Jan-2018, 190.85, 191.10, 200.00, 186.40, 191.00, 190.40, 192.12, 12723, 24.44, 461, 7876, 61.90
SHIVAMAUTO, EQ, 08-Jan-2018, 101.25, 102.30, 102.50, 98.95, 99.85, 99.55, 100.69, 297607, 299.66, 2914, 167962, 56.44
SHIVATEX, BE, 08-Jan-2018, 620.00, 635.00, 650.00, 600.10, 608.55, 608.75, 619.80, 3115, 19.31, 69, -, -
SHK, EQ, 08-Jan-2018, 291.55, 294.95, 295.10, 289.00, 292.80, 293.55, 292.19, 72971, 213.21, 1935, 52489, 71.93
SHOPERSTOP, EQ, 08-Jan-2018, 536.80, 542.95, 542.95, 532.10, 536.05, 536.00, 534.76, 105692, 565.19, 3071, 80583, 76.24
SHRADHA, SM, 08-Jan-2018, 70.40, 70.20, 70.20, 70.00, 70.05, 70.05, 70.05, 38000, 26.62, 8, 36000, 94.74
SHREECEM, EQ, 08-Jan-2018, 18964.50, 19000.00, 19478.95, 19000.00, 19449.10, 19374.35, 19225.28, 12610, 2424.31, 3908, 7372, 58.46
SHREEPUSHK, EQ, 08-Jan-2018, 294.10, 296.65, 297.80, 292.50, 294.80, 293.80, 294.98, 48614, 143.40, 1059, 29445, 60.57
SHREERAMA, BE, 08-Jan-2018, 17.65, 17.65, 18.00, 17.10, 18.00, 17.90, 17.61, 61258, 10.79, 172, -, -
SHRENIK, SM, 08-Jan-2018, 597.95, 602.90, 602.90, 568.10, 568.10, 568.10, 585.61, 36000, 210.82, 12, 18000, 50.00
SHREYANIND, EQ, 08-Jan-2018, 215.05, 215.15, 245.00, 215.15, 225.00, 224.05, 226.23, 320532, 725.13, 5162, 136743, 42.66
SHREYAS, EQ, 08-Jan-2018, 590.40, 596.05, 600.00, 592.15, 596.95, 595.10, 596.15, 10185, 60.72, 466, 7284, 71.52
SHRIPISTON, BE, 08-Jan-2018, 1910.00, 1900.00, 1924.00, 1872.10, 1906.00, 1905.25, 1917.61, 1651, 31.66, 45, -, -
SHRIRAMCIT, EQ, 08-Jan-2018, 2124.60, 2160.00, 2172.95, 2145.00, 2150.00, 2154.80, 2156.09, 56157, 1210.80, 1214, 54489, 97.03
SHRIRAMCIT, ND, 08-Jan-2018, 1038.00, 1020.00, 1020.05, 1020.00, 1020.05, 1020.05, 1020.03, 36, 0.37, 2, 18, 50.00
SHRIRAMEPC, EQ, 08-Jan-2018, 32.95, 33.30, 33.70, 32.00, 32.30, 32.20, 32.61, 331955, 108.24, 1540, 220106, 66.31
SHYAMCENT, BE, 08-Jan-2018, 15.95, 16.20, 16.70, 15.95, 16.00, 16.10, 16.45, 706793, 116.27, 559, -, -
SHYAMTEL, BE, 08-Jan-2018, 11.95, 11.40, 12.50, 11.40, 12.50, 12.50, 12.12, 680, 0.08, 5, -, -
SICAGEN, EQ, 08-Jan-2018, 54.60, 55.90, 55.90, 49.25, 54.60, 54.35, 53.95, 123234, 66.49, 819, 74647, 60.57
SICAL, EQ, 08-Jan-2018, 250.60, 250.00, 267.00, 250.00, 261.45, 261.85, 260.28, 168735, 439.18, 2096, 98068, 58.12
SIEMENS, EQ, 08-Jan-2018, 1286.70, 1287.10, 1306.35, 1287.10, 1298.00, 1293.45, 1297.75, 353682, 4589.92, 18390, 95040, 26.87
SIGNET, BE, 08-Jan-2018, 8.95, 9.10, 9.10, 8.70, 8.90, 8.85, 8.83, 481178, 42.48, 413, -, -
SIIL, SM, 08-Jan-2018, 60.20, 60.40, 60.40, 60.40, 60.40, 60.40, 60.40, 2000, 1.21, 1, 2000, 100.00
SIL, BE, 08-Jan-2018, 27.15, 28.50, 28.50, 26.60, 26.75, 27.05, 27.01, 71351, 19.27, 63, -, -
SILINV, BE, 08-Jan-2018, 545.75, 563.90, 573.00, 526.00, 573.00, 569.25, 562.47, 12479, 70.19, 409, -, -
SILVERTUC, SM, 08-Jan-2018, 128.40, 129.95, 130.00, 127.25, 127.25, 127.55, 128.82, 23000, 29.63, 20, 17000, 73.91
SIMBHALS, EQ, 08-Jan-2018, 26.55, 26.60, 26.80, 26.10, 26.50, 26.60, 26.63, 29205, 7.78, 123, 23016, 78.81
SIMPLEX, BE, 08-Jan-2018, 47.55, 45.50, 45.50, 45.20, 45.20, 45.20, 45.26, 16083, 7.28, 44, -, -
SIMPLEXINF, EQ, 08-Jan-2018, 585.25, 596.95, 596.95, 580.50, 592.00, 591.85, 589.05, 23334, 137.45, 1026, 16002, 68.58
SINTEX, EQ, 08-Jan-2018, 27.00, 27.25, 28.00, 26.65, 27.55, 27.55, 27.38, 11332916, 3103.14, 17751, 4189326, 36.97
SIS, EQ, 08-Jan-2018, 1160.00, 1178.00, 1204.40, 1160.00, 1165.05, 1170.35, 1172.96, 19338, 226.83, 2076, 8069, 41.73
SITASHREE, BE, 08-Jan-2018, 4.90, 5.10, 5.10, 4.85, 5.00, 5.00, 4.94, 28598, 1.41, 55, -, -
SITINET, EQ, 08-Jan-2018, 25.45, 25.60, 25.75, 25.30, 25.55, 25.50, 25.50, 138346, 35.28, 490, 115538, 83.51
SIYSIL, EQ, 08-Jan-2018, 745.05, 755.00, 764.90, 745.00, 762.00, 761.45, 756.26, 19073, 144.24, 596, 17054, 89.41
SJVN, EQ, 08-Jan-2018, 38.15, 38.70, 38.70, 37.55, 38.30, 37.90, 37.89, 4777208, 1810.19, 18555, 2705769, 56.64
SKFINDIA, EQ, 08-Jan-2018, 1884.15, 1907.85, 1907.85, 1861.05, 1870.00, 1868.90, 1874.08, 6221, 116.59, 434, 4276, 68.73
SKIL, BE, 08-Jan-2018, 46.40, 47.80, 48.70, 46.50, 48.70, 48.70, 48.45, 359474, 174.15, 720, -, -
SKIPPER, EQ, 08-Jan-2018, 266.60, 268.90, 274.45, 264.85, 269.50, 270.40, 271.25, 168223, 456.30, 1501, 104231, 61.96
SKMEGGPROD, EQ, 08-Jan-2018, 98.00, 99.00, 100.50, 97.35, 97.50, 97.80, 99.03, 107042, 106.00, 1265, 55956, 52.27
SMARTLINK, EQ, 08-Jan-2018, 129.95, 130.10, 134.00, 124.00, 124.90, 125.35, 129.20, 155391, 200.77, 2317, 79383, 51.09
SMLISUZU, EQ, 08-Jan-2018, 927.95, 927.00, 927.00, 916.90, 918.65, 920.15, 921.13, 24088, 221.88, 1057, 15187, 63.05
SMPL, BE, 08-Jan-2018, 1.65, 1.70, 1.70, 1.65, 1.65, 1.70, 1.68, 93387, 1.57, 60, -, -
SMSLIFE, EQ, 08-Jan-2018, 421.00, 425.00, 434.95, 418.30, 434.40, 433.75, 428.85, 1609, 6.90, 75, 1382, 85.89
SMSPHARMA, EQ, 08-Jan-2018, 100.40, 102.35, 110.00, 101.05, 108.00, 107.60, 107.83, 872591, 940.91, 7766, 369846, 42.38
SMVD, SM, 08-Jan-2018, 45.75, 44.90, 45.70, 44.05, 44.05, 44.05, 45.01, 18000, 8.10, 9, 18000, 100.00
SNOWMAN, EQ, 08-Jan-2018, 60.15, 60.50, 67.30, 59.85, 65.40, 65.00, 64.48, 15607488, 10064.00, 49205, 6127905, 39.26
SOBHA, EQ, 08-Jan-2018, 605.55, 652.00, 694.90, 595.00, 598.30, 599.80, 614.59, 6182003, 37993.81, 73829, 3192609, 51.64
SOLARINDS, EQ, 08-Jan-2018, 1179.00, 1193.20, 1193.20, 1160.00, 1175.00, 1171.95, 1173.78, 10273, 120.58, 1950, 8138, 79.22
SOMANYCERA, EQ, 08-Jan-2018, 942.30, 925.30, 968.80, 925.30, 935.00, 934.20, 951.57, 11128, 105.89, 1643, 9250, 83.12
SOMATEX, BE, 08-Jan-2018, 18.00, 18.05, 18.85, 17.25, 18.15, 18.15, 17.92, 13504, 2.42, 64, -, -
SOMICONVEY, EQ, 08-Jan-2018, 81.55, 82.40, 83.00, 78.75, 81.00, 79.90, 81.07, 74809, 60.65, 595, 43918, 58.71
SONASTEER, EQ, 08-Jan-2018, 114.10, 114.65, 118.00, 113.55, 115.00, 114.90, 116.01, 287200, 333.18, 1931, 216889, 75.52
SONATSOFTW, EQ, 08-Jan-2018, 277.75, 279.80, 280.40, 271.05, 271.20, 271.95, 276.11, 179398, 495.33, 5773, 90022, 50.18
SORILHOLD, BE, 08-Jan-2018, 217.05, 211.10, 223.00, 209.05, 217.00, 219.25, 214.38, 142867, 306.28, 841, -, -
SORILINFRA, EQ, 08-Jan-2018, 305.10, 307.50, 312.85, 297.05, 300.85, 300.55, 304.17, 165148, 502.33, 3298, 81745, 49.50
SOTL, EQ, 08-Jan-2018, 1599.00, 1609.00, 1650.00, 1609.00, 1629.00, 1631.10, 1630.18, 6745, 109.96, 504, 5790, 85.84
SOUTHBANK, EQ, 08-Jan-2018, 32.90, 33.15, 34.15, 32.85, 33.95, 33.90, 33.56, 25819494, 8663.73, 33292, 8201088, 31.76
SPAL, EQ, 08-Jan-2018, 408.30, 410.00, 410.00, 400.35, 400.35, 401.75, 405.08, 12747, 51.64, 394, 8017, 62.89
SPARC, EQ, 08-Jan-2018, 508.15, 511.00, 526.55, 510.25, 511.00, 513.35, 518.23, 504217, 2613.01, 8544, 145872, 28.93
SPECIALITY, EQ, 08-Jan-2018, 177.85, 178.00, 182.00, 177.10, 180.05, 180.35, 180.51, 162299, 292.96, 1775, 62257, 38.36
SPENTEX, BE, 08-Jan-2018, 7.55, 7.90, 7.90, 7.90, 7.90, 7.90, 7.90, 96222, 7.60, 102, -, -
SPHEREGSL, EQ, 08-Jan-2018, 49.30, 50.25, 51.20, 47.25, 48.30, 48.15, 49.33, 95319, 47.02, 673, 46580, 48.87
SPIC, EQ, 08-Jan-2018, 54.20, 54.75, 54.80, 52.00, 52.75, 52.25, 53.04, 1123758, 596.00, 4457, 625173, 55.63
SPICEMOBI, EQ, 08-Jan-2018, 27.65, 27.95, 28.65, 26.25, 27.10, 27.15, 27.15, 216308, 58.73, 720, 156519, 72.36
SPLIL, EQ, 08-Jan-2018, 26.50, 27.00, 27.00, 25.10, 25.25, 25.35, 25.56, 34805, 8.90, 381, 21120, 60.68
SPMLINFRA, EQ, 08-Jan-2018, 156.85, 158.90, 158.90, 152.55, 152.65, 154.00, 155.86, 91360, 142.39, 1096, 27320, 29.90
SPTL, EQ, 08-Jan-2018, 87.10, 89.15, 94.00, 88.10, 93.50, 93.55, 91.21, 21090310, 19237.14, 103716, 9658270, 45.79
SPYL, BE, 08-Jan-2018, 0.75, 0.75, 0.80, 0.70, 0.70, 0.70, 0.73, 1441804, 10.59, 219, -, -
SQSBFSI, EQ, 08-Jan-2018, 537.35, 537.50, 546.00, 532.00, 533.00, 534.95, 536.52, 16819, 90.24, 478, 12521, 74.45
SREEL, EQ, 08-Jan-2018, 295.55, 295.20, 297.95, 289.00, 291.85, 291.55, 292.00, 24590, 71.80, 692, 15317, 62.29
SREIBNPNCD, NJ, 08-Jan-2018, 1005.00, 1005.00, 1005.00, 1003.00, 1003.00, 1003.00, 1004.92, 731, 7.35, 17, 731, 100.00
SREIBNPNCD, NL, 08-Jan-2018, 1052.00, 1050.00, 1050.00, 1047.70, 1047.70, 1048.38, 1048.61, 1050, 11.01, 21, 1050, 100.00
SREIBNPNCD, NQ, 08-Jan-2018, 1015.00, 985.04, 985.04, 985.04, 985.04, 985.04, 985.04, 10, 0.10, 1, 10, 100.00
SREIBNPNCD, NR, 08-Jan-2018, 1000.00, 999.00, 999.00, 999.00, 999.00, 999.00, 999.00, 1, 0.01, 1, 1, 100.00
SREIBNPNCD, NU, 08-Jan-2018, 1017.42, 1017.50, 1017.50, 1014.80, 1014.80, 1014.80, 1016.80, 27, 0.27, 2, 27, 100.00
SREIBNPNCD, NV, 08-Jan-2018, 1032.97, 1030.00, 1030.00, 1030.00, 1030.00, 1030.00, 1030.00, 20, 0.21, 1, 20, 100.00
SREINFRA, EQ, 08-Jan-2018, 98.00, 98.20, 105.00, 98.20, 104.60, 102.70, 101.17, 4489805, 4542.40, 23079, 1804661, 40.19
SREINFRA, NH, 08-Jan-2018, 1081.00, 1061.20, 1120.00, 1025.25, 1120.00, 1120.00, 1035.81, 43, 0.45, 3, 42, 97.67
SREINFRA, NK, 08-Jan-2018, 1111.00, 1112.00, 1112.00, 1112.00, 1112.00, 1112.00, 1112.00, 20, 0.22, 2, 20, 100.00
SREINFRA, NZ, 08-Jan-2018, 1014.00, 1014.00, 1014.00, 1014.00, 1014.00, 1014.00, 1014.00, 185, 1.88, 13, 185, 100.00
SREINFRA, Y1, 08-Jan-2018, 1040.50, 1065.00, 1070.00, 1065.00, 1070.00, 1070.00, 1068.33, 30, 0.32, 2, 30, 100.00
SREINFRA, Y6, 08-Jan-2018, 1050.00, 1035.00, 1037.00, 1035.00, 1037.00, 1037.00, 1035.13, 160, 1.66, 2, 160, 100.00
SREINFRA, Y8, 08-Jan-2018, 1001.96, 1000.00, 1000.00, 1000.00, 1000.00, 1000.00, 1000.00, 210, 2.10, 4, 210, 100.00
SREINFRA, Y9, 08-Jan-2018, 1045.00, 1040.50, 1040.50, 1040.50, 1040.50, 1040.50, 1040.50, 20, 0.21, 1, 20, 100.00
SRF, EQ, 08-Jan-2018, 1954.65, 1955.20, 1974.00, 1940.50, 1954.95, 1953.25, 1960.77, 161829, 3173.10, 6495, 30883, 19.08
SRHHYPOLTD, EQ, 08-Jan-2018, 226.10, 227.00, 238.90, 226.30, 233.15, 233.85, 233.35, 36877, 86.05, 545, 28153, 76.34
SRIPIPES, EQ, 08-Jan-2018, 401.70, 400.00, 411.35, 400.00, 403.20, 403.80, 404.94, 167555, 678.50, 2969, 78208, 46.68
SRIRAM, SM, 08-Jan-2018, 22.55, 22.50, 22.50, 22.50, 22.50, 22.50, 22.50, 12000, 2.70, 2, 12000, 100.00
SRSLTD, EQ, 08-Jan-2018, 1.70, 1.70, 1.70, 1.65, 1.65, 1.65, 1.66, 4694418, 77.90, 1317, 2629448, 56.01
SRTRANSFIN, EQ, 08-Jan-2018, 1480.05, 1484.90, 1519.50, 1480.05, 1505.00, 1509.90, 1509.11, 558312, 8425.55, 32193, 229897, 41.18
SRTRANSFIN, NW, 08-Jan-2018, 543.50, 555.00, 555.00, 542.66, 542.67, 542.67, 544.55, 20, 0.11, 5, 10, 50.00
SRTRANSFIN, NX, 08-Jan-2018, 1015.00, 1005.80, 1005.80, 1005.70, 1005.70, 1005.70, 1005.76, 90, 0.91, 3, 90, 100.00
SRTRANSFIN, NZ, 08-Jan-2018, 809.99, 830.00, 830.00, 819.99, 819.99, 819.99, 829.68, 31, 0.26, 2, 31, 100.00
SRTRANSFIN, YA, 08-Jan-2018, 1016.00, 1019.01, 1022.00, 1019.01, 1022.00, 1022.00, 1020.51, 2, 0.02, 2, 1, 50.00
SRTRANSFIN, YB, 08-Jan-2018, 1011.50, 1052.01, 1075.00, 1052.01, 1075.00, 1074.80, 1064.65, 274, 2.92, 12, 174, 63.50
SSWL, EQ, 08-Jan-2018, 1202.10, 1202.60, 1214.85, 1168.00, 1190.00, 1181.20, 1181.34, 17780, 210.04, 1496, 10865, 61.11
STAMPEDE, BE, 08-Jan-2018, 13.05, 13.70, 13.70, 13.70, 13.70, 13.70, 13.70, 66840, 9.16, 69, -, -
STAN, DR, 08-Jan-2018, 60.40, 62.00, 62.85, 60.40, 62.50, 62.40, 61.76, 6882, 4.25, 81, 5870, 85.29
STAR, EQ, 08-Jan-2018, 819.35, 821.70, 835.50, 817.50, 827.80, 828.10, 829.09, 286870, 2378.41, 11870, 130410, 45.46
STARCEMENT, EQ, 08-Jan-2018, 141.55, 142.90, 148.80, 142.35, 147.10, 147.15, 145.69, 349910, 509.79, 4511, 285324, 81.54
STARPAPER, EQ, 08-Jan-2018, 281.60, 282.65, 286.90, 281.15, 281.50, 281.80, 283.63, 179975, 510.47, 3504, 70512, 39.18
STCINDIA, BE, 08-Jan-2018, 179.10, 180.50, 182.00, 178.10, 179.00, 179.45, 179.87, 17929, 32.25, 241, -, -
STEELCITY, SM, 08-Jan-2018, 125.45, 126.00, 126.00, 124.00, 125.00, 125.00, 125.00, 8000, 10.00, 4, 8000, 100.00
STEELXIND, EQ, 08-Jan-2018, 44.05, 41.85, 44.05, 41.85, 43.40, 42.25, 42.25, 1423926, 601.55, 3930, 1175522, 82.55
STEL, EQ, 08-Jan-2018, 138.95, 141.45, 143.15, 137.50, 142.40, 142.10, 141.51, 71194, 100.75, 810, 45698, 64.19
STERLINBIO, EQ, 08-Jan-2018, 4.85, 5.10, 5.10, 4.50, 4.75, 4.70, 4.81, 823015, 39.59, 778, 473563, 57.54
STERTOOLS, EQ, 08-Jan-2018, 426.10, 425.00, 435.00, 423.10, 430.00, 431.20, 431.16, 21103, 90.99, 800, 11246, 53.29
STINDIA, BE, 08-Jan-2018, 21.95, 22.00, 23.00, 22.00, 22.80, 22.00, 22.22, 10544, 2.34, 56, -, -
STRTECH, EQ, 08-Jan-2018, 341.00, 342.00, 350.75, 338.00, 348.05, 348.25, 345.08, 1632397, 5633.05, 21861, 586674, 35.94
SUBEX, EQ, 08-Jan-2018, 10.85, 11.00, 11.35, 10.60, 10.85, 10.90, 10.99, 23321633, 2562.20, 11294, 8376839, 35.92
SUBROS, EQ, 08-Jan-2018, 378.30, 391.10, 399.70, 361.95, 364.70, 365.50, 374.78, 355843, 1333.64, 8066, 119726, 33.65
SUDARSCHEM, EQ, 08-Jan-2018, 451.70, 456.00, 465.50, 450.00, 458.45, 456.95, 458.38, 350170, 1605.12, 7174, 145981, 41.69
SUJANAUNI, BE, 08-Jan-2018, 0.95, 1.00, 1.00, 0.95, 1.00, 1.00, 1.00, 254719, 2.54, 84, -, -
SUMEETINDS, EQ, 08-Jan-2018, 29.80, 29.85, 30.50, 29.85, 30.20, 30.20, 30.15, 740288, 223.17, 1657, 441694, 59.67
SUMMITSEC, EQ, 08-Jan-2018, 1298.10, 1303.95, 1314.50, 1301.10, 1314.50, 1311.75, 1308.58, 3033, 39.69, 305, 2460, 81.11
SUNCLAYLTD, EQ, 08-Jan-2018, 5397.30, 5400.00, 5400.00, 5335.00, 5336.00, 5338.05, 5359.24, 660, 35.37, 146, 507, 76.82
SUNDARAM, EQ, 08-Jan-2018, 5.25, 5.30, 5.35, 5.15, 5.20, 5.20, 5.22, 2866111, 149.71, 1192, 1554650, 54.24
SUNDARMFIN, EQ, 08-Jan-2018, 1868.55, 1869.95, 1906.00, 1862.20, 1900.00, 1892.30, 1891.61, 93182, 1762.64, 3684, 61697, 66.21
SUNDRMBRAK, EQ, 08-Jan-2018, 690.80, 690.00, 711.95, 680.00, 695.60, 693.35, 694.81, 3468, 24.10, 212, 1659, 47.84
SUNDRMFAST, EQ, 08-Jan-2018, 566.05, 575.50, 587.00, 567.05, 577.00, 577.75, 578.12, 95188, 550.30, 3631, 45636, 47.94
SUNFLAG, EQ, 08-Jan-2018, 83.20, 83.90, 86.00, 83.00, 84.40, 84.35, 85.02, 1036929, 881.57, 4894, 463098, 44.66
SUNILHITEC, EQ, 08-Jan-2018, 14.45, 14.60, 14.75, 14.35, 14.40, 14.45, 14.54, 2785301, 405.11, 2806, 1632847, 58.62
SUNPHARMA, EQ, 08-Jan-2018, 578.75, 588.00, 604.60, 586.15, 591.50, 591.60, 597.16, 10475190, 62553.55, 132423, 2669043, 25.48
SUNTECK, EQ, 08-Jan-2018, 413.15, 416.60, 416.95, 410.20, 411.10, 413.40, 413.57, 101102, 418.12, 4203, 41348, 40.90
SUNTV, EQ, 08-Jan-2018, 1037.95, 1038.00, 1050.90, 1034.15, 1043.20, 1044.45, 1044.08, 812859, 8486.87, 14835, 192887, 23.73
SUPERHOUSE, EQ, 08-Jan-2018, 197.20, 202.00, 210.00, 202.00, 203.35, 204.65, 206.15, 279372, 575.92, 4436, 140663, 50.35
SUPERSPIN, BE, 08-Jan-2018, 19.95, 20.60, 20.60, 19.55, 20.05, 19.95, 19.93, 50525, 10.07, 155, -, -
SUPPETRO, EQ, 08-Jan-2018, 400.10, 404.80, 409.45, 401.00, 404.40, 403.10, 404.09, 36188, 146.23, 1014, 27623, 76.33
SUPRAJIT, EQ, 08-Jan-2018, 335.70, 337.00, 340.90, 329.05, 331.00, 330.95, 333.18, 73190, 243.86, 2232, 52667, 71.96
SUPREMEIND, EQ, 08-Jan-2018, 1351.45, 1360.00, 1365.00, 1320.50, 1332.00, 1340.90, 1344.29, 24238, 325.83, 3524, 13764, 56.79
SUPREMEINF, EQ, 08-Jan-2018, 122.15, 123.45, 124.50, 118.40, 118.95, 119.65, 122.34, 83417, 102.05, 514, 75006, 89.92
SUPREMETEX, EQ, 08-Jan-2018, 2.20, 2.20, 2.25, 2.20, 2.25, 2.20, 2.22, 170854, 3.79, 293, 103616, 60.65
SURANACORP, BE, 08-Jan-2018, 1.25, 1.25, 1.25, 1.20, 1.20, 1.20, 1.20, 2441, 0.03, 7, -, -
SURANAIND, EQ, 08-Jan-2018, 3.70, 3.80, 3.80, 3.60, 3.75, 3.65, 3.73, 58338, 2.18, 92, 46188, 79.17
SURANASOL, BE, 08-Jan-2018, 18.30, 18.80, 19.20, 18.35, 19.00, 18.95, 18.84, 73614, 13.87, 230, -, -
SURANAT&P, BE, 08-Jan-2018, 6.40, 6.50, 6.70, 6.20, 6.70, 6.70, 6.62, 69096, 4.57, 89, -, -
SUREVIN, SM, 08-Jan-2018, 89.25, 93.70, 93.70, 93.70, 93.70, 93.70, 93.70, 6000, 5.62, 2, 6000, 100.00
SURYALAXMI, EQ, 08-Jan-2018, 107.80, 109.00, 110.35, 103.00, 103.65, 103.50, 105.87, 119407, 126.42, 1624, 87184, 73.01
SURYAROSNI, EQ, 08-Jan-2018, 409.25, 407.10, 437.10, 407.10, 429.90, 430.65, 427.88, 719587, 3078.94, 10539, 252430, 35.08
SUTLEJTEX, EQ, 08-Jan-2018, 103.25, 104.50, 105.70, 100.95, 101.50, 101.65, 103.99, 88779, 92.32, 895, 64874, 73.07
SUVEN, EQ, 08-Jan-2018, 216.00, 216.95, 224.30, 216.55, 217.35, 218.10, 220.00, 629565, 1385.04, 7494, 279135, 44.34
SUZLON, EQ, 08-Jan-2018, 15.55, 15.65, 15.85, 15.60, 15.70, 15.65, 15.71, 19319440, 3035.35, 15173, 7812696, 40.44
SWANENERGY, EQ, 08-Jan-2018, 193.55, 193.50, 195.00, 190.50, 191.00, 192.05, 193.48, 1030507, 1993.82, 3874, 499676, 48.49
SWARAJENG, EQ, 08-Jan-2018, 2172.75, 2190.00, 2207.00, 2175.00, 2193.00, 2192.25, 2190.60, 24125, 528.48, 2640, 13464, 55.81
SWELECTES, EQ, 08-Jan-2018, 506.75, 513.00, 525.50, 511.95, 515.00, 516.25, 516.01, 11021, 56.87, 581, 8649, 78.48
SYMPHONY, EQ, 08-Jan-2018, 1960.50, 2045.00, 2045.00, 1952.00, 1955.05, 1979.10, 1996.32, 63416, 1265.98, 7068, 28070, 44.26
SYNCOM, EQ, 08-Jan-2018, 6.90, 6.95, 7.10, 6.90, 6.95, 6.95, 6.98, 155457, 10.85, 277, 118656, 76.33
SYNDIBANK, EQ, 08-Jan-2018, 79.50, 80.05, 80.50, 78.80, 79.30, 79.40, 79.70, 1843890, 1469.62, 7818, 537405, 29.15
SYNGENE, EQ, 08-Jan-2018, 573.20, 570.10, 617.45, 570.10, 578.05, 582.50, 586.14, 1042063, 6107.99, 14318, 699783, 67.15
